说话人,文本内容,source
许野,陈叔叔，你是有多看不起我。,22
陈寒松,小伙子。,22
许野,陈行长，你说话一直都有这么高高在上趾高气昂吗？,22
许野,还是说只有跟我们这种小任务说话，,22
许野,您才这样啊？,22
陈寒松,小伙子，,22
陈寒松,你不要太气盛了。,22
许野,不气盛，,22
许野,还叫年轻人吗？,22
陈寒松,不气盛还叫年轻人吗？,23
陈寒松,不是，他，他一个十八九岁的毛头小子，他凭什么啊他,23
陈寒松,他凭什么怨他？,23
陈寒松,哼,23
陈寒松,我刚跟那小子聊过了，,23
陈寒松,这事儿，,23
陈寒松,这事儿好像被我搞砸了，,23
江美琳,你怎么说的？,23
江美琳,我早就说过，,23
江美琳,把你的架子收一收，,23
江美琳,现在年轻人不吃这套，,23
陈寒松,那我哪知道他会拒绝呀。,23
陈青青,妈，,23
陈青青,我出去一趟，,23
江美琳,你是要去找巡野吗？,23
陈青青,嗯，,23
江美琳,青青妈妈能跟你一起去吗？,23
江美琳,啊，,23
江美琳,妈妈没有要阻止你的意思，,23
江美琳,我是觉得你爸做的不好，,23
江美琳,我想去跟许野道个歉。,23
陈青青,嗯，,23
江美琳,那妈妈去换套衣服。,23
许野,来啦，,24
江美琳,你好，,24
江美琳,我是陈青青的妈妈。,24
许野,阿姨好，,24
许野,呃，,24
许野,来这边坐吧，,24
许野,我给你们弄点饮料。,24
江美琳,好,24
许野,来,24
陈青青,谢谢,24
江美琳,谢谢,24
许野,陈青青,24
许野,嗯，,24
许野,我得给你道个歉。,24
许野,今天下午你爸找我了，,24
许野,他说了让我很生气的话，,24
许野,我听了很恼火，,24
许野,所以才约你出来。,24
陈青青,没事儿，,24
陈青青,我不在意的。,24
许野,为什么？,24
陈青青,因为他一直都觉得所有的人都得听他的，,24
陈青青,所以我大概能猜到他跟你说了些什么？,24
许野,嗯，,24
陈青青,你不是说你会弹吉他吗？,24
陈青青,你跟谁学的？,24
许野,我自学的，,24
陈青青,自学的,24
许野,嗯,24
陈青青,吹牛,24
许野,你把吉他给我，,24
许野,今天下午跟你爸聊完之后，,24
许野,我就写了一首歌，,24
许野,歌名叫做。,24
许野,《如果有一天我变得很有钱》,24
陈青青,如果有一天我变得很有钱，,24
许野,嗯,24
许野,如果有一天我变得很有钱，,24
许野,我的第一选择不是去环游世界，,24
许野,躺在世界上最大最软的沙发。,24
陈寒松,怎么样？,25
陈寒松,我就说我是个天才吧。,25
江美琳,许野，,25
江美琳,我替青青爸爸跟你道个歉，,25
江美琳,今天他说话是有点过分了，,25
陈寒松,没事儿。,25
陈寒松,其实我也理解，,25
陈寒松,毕竟我只是一个在酒吧打暑期工的年轻人，,25
陈寒松,而他是地位尊贵的银行行长，,25
江美琳,你已经比绝大多数年轻人都更优秀，,25
江美琳,你有什么理想吗？,25
陈寒松,远的我倒没有想，,25
陈寒松,现在我只想挣钱，,25
陈寒松,挣很多很多钱，,25
江美琳,多少才算多啊，,25
陈寒松,多到我银行卡里的存款，,25
陈寒松,让陈叔叔没有偏见才算多,25
江美琳,钱。对你来说真的就这么重要吗？,25
陈寒松,当然了，,25
陈寒松,在这个礼崩乐坏的年代，,25
陈寒松,那没钱，,25
陈寒松,连媳妇都娶不了礼崩乐坏啊，,25
江美琳,礼崩乐坏,25
陈寒松,就是彩礼谈崩了，,25
陈寒松,那周围的人不都给乐坏了。,25
江美琳,其实他在同龄人中已经是很优秀了。,25
江美琳,如果他真的有上进心的话，,25
江美琳,未必，,25
江美琳,未必,26
许野,阿姨，,26
许野,不好意思啊，,26
许野,我得工作了。,26
江美琳,嗯，,26
江美琳,今天就先到这儿吧，,26
江美琳,青青，,26
江美琳,我们先走吧，,26
许野,我送你们。,26
许野,好，,26
江美琳,许野,26
江美琳,跟你聊天很愉快，,26
江美琳,不过今天的事我要再给你道个歉。,26
江美琳,你要是跟青青在一起的话，,26
江美琳,我不会阻止你的,26
许野,阿姨你放心吧，,26
许野,我一定会保护好青青的。,26
许野,嗯,26
陈青青,妈，,26
陈青青,你刚刚在外头跟许野说了什么呀？,26
江美琳,青青，许野在同龄人中算是很优秀的,26
江美琳,妈妈支持你们在一起。,26
江美琳,不过在结婚之前，,26
江美琳,我希望你们不要越过某种界限，,26
江美琳,你应该懂妈妈的意思吧,26
陈青青,嗯,26
陈青青,妈，,27
陈青青,我出去一趟,27
江美琳,小许约你了？,27
陈青青,嗯，,27
江美琳,青青，,27
江美琳,你后天不是要去魔都上大学吗？,27
江美琳,妈明天一早就得走，,27
江美琳,但我给你爸打了电话，,27
江美琳,让他送你去魔都，,27
陈青青,我才不要他送你,27
陈青青,你爸好不容易答应你一次，你，,27
陈青青,我出去了,27
江美琳,青青，妈妈在家煮了饭，,27
江美琳,你让小许回来一起吃啊。,27
陈青青,我知道了。,27
陈青青,喂，,27
陈青青,你女儿不想让你送她去魔都,27
陈寒松,他第一次上大学，你不送我不送，,27
陈寒松,让他怎么去啊？,27
陈青青,可能是小许送他吧。,27
陈寒松,小许，许野啊？,27
陈寒松,江美莲，,27
陈寒松,你疯了吧！,27
陈寒松,他们两个再这么发展下去，,27
陈寒松,你想过会发生什么吗？,27
陈青青,我只要青青开心，,27
陈寒松,你简直不可理喻。,27
江美琳,你连你女儿生日都没空，,27
江美琳,现在知道关心你女儿了，,27
江美琳,我怎么,27
江美琳,来了，,27
江美琳,青青,27
陈青青,妈,27
江美琳,都这么大了。,27
陈青青,嗯，,27
许野,老登,27
许野,恭喜你青青怀孕了，,27
江美琳,哎呀，,27
江美琳,不是这,27
江美琳,不行,27
江美琳,我必须得回去一趟。,27
江美琳,嗯，嗯？,28
江美琳,这么快就回来了，,28
江美琳,哼，,28
陈寒松,青青呢？,28
江美琳,跟小许出去了,28
陈寒松,不是你,28
陈寒松,你,28
陈寒松,我,28
江美琳,陈行长,28
江美琳,请注意你的言词。,28
江美琳,这里是我家，,28
江美琳,不是你的银行要发脾气，,28
江美琳,请你离开,28
陈寒松,你,28
江美琳,我懒得跟你多说。,28
江美琳,哼，,28
陈青青,妈我我回来了，,28
江美琳,回来了，,28
许野,阿姨好，叔叔好，那个我先回去吧，,28
江美琳,回去干什么呀？,28
江美琳,汤我都煲好了，,28
江美琳,留下来一起吃饭吧，,28
陈寒松,吃什么吃啊，,28
陈寒松,没饭！,28
许野,这不好意思吧。,28
江美琳,哎，,28
江美琳,菜，我都已经烧好了，,28
江美琳,我现在去盛汤，,28
江美琳,你们先坐啊，,28
许野,谢谢阿姨，,28
许野,青青，你们家卫生间在哪儿？,28
许野,我想洗下手，,28
陈青青,我带你去哎。,28
陈寒松,这怎么才过去一个暑假，家里就进了贼了呢？,29
许野,哎，,29
许野,你爸看我的眼神儿有杀气，,29
陈青青,怎么怕了？,29
许野,我怕什么怕呀，,29
许野,妈喜欢我就够了。,29
陈青青,笨猪,29
江美琳,快过来坐。,29
江美琳,你们去那儿坐吧，,29
许野,妈妈，,29
江美琳,谢谢青青,29
陈寒松,毕竟是亲生女儿，,29
陈寒松,谢谢青,29
许野,谢谢。,29
陈寒松,嗯，,29
江美琳,来小许,29
江美琳,多吃点菜，,29
许野,谢谢阿姨。,29
江美琳,本来今天我只煮了三个人的菜，,29
江美琳,多了一个人，,29
江美琳,我还担心你吃不饱呢。,29
许野,没事，,29
许野,阿姨够吃的吃的吧，,29
江美琳,来多喝点汤，,29
江美琳,补充补充营养，,29
许野,谢谢阿姨。,29
陈寒松,青青啊，,30
陈寒松,我跟你妈已经商量好了，,30
陈寒松,后天，爸爸送你去学校，,30
陈寒松,我已经安排好了时间，,30
陈寒松,咱们后天一早就过去，,30
陈青青,不用我自己可以。,30
陈寒松,哪有大一新生一个人自己去报道的,30
陈寒松,青青啊，别闹了这事儿就听爸爸啊，,30
许野,要不你跟我一起去魔都我可以,30
陈青青,好,30
江美琳,小许，你父母不陪你去吗？,30
许野,我让他们别去的就报个名而已，,30
许野,用不着这么兴师动众的呃，,30
许野,江阿姨也放心，,30
许野,我会先把青青送到学校，,30
许野,等她宿舍安顿好了，,30
许野,我再去我学校，,30
许野,叔叔阿姨，青青,30
许野,那我先走了。,30
江美琳,嗯，,30
江美琳,我送你，正好有些事儿，,30
江美琳,我再跟你聊聊。,30
许野,嗯，,30
江美琳,走吧，,30
陈青青,青青,30
陈寒松,你告诉我，,30
陈寒松,你这样做到底是故意气我，,30
陈寒松,还是真的喜欢上了许许野。,30
江美琳,青青从小到大就没什么朋友，,31
江美琳,你的出现对我来说，既有好处又有坏处，,31
江美琳,好处就是至少青青多了一个朋友，,31
江美琳,但坏处嘛，,31
江美琳,说实话，你很优秀，,31
江美琳,甚至有着超越同龄人的成熟。,31
江美琳,阿姨有时候也看不透你,31
许野,我知道阿姨你想说什么？,31
许野,不过您放心，,31
许野,我肯定不会欺负青青的,31
江美琳,那你真的喜欢青青吗？你真的是她的男朋友,31
许野,阿姨，我也不瞒你，,31
许野,我和琴琴现在只是好朋友。,31
许野,但是以后我真的就是她男朋友了，,31
江美琳,你很坦诚。,31
许野,其实我在和青青爸爸聊过之后，,31
许野,在和您聊过之后，,31
许野,我意识到，自己和青青的差距还挺大的。,31
许野,不过我想说我还年轻，,31
许野,未来还有无限的可能，,31
许野,我会等到我有能力，,31
许野,我有底气，,31
许野,我有自信和他谈恋爱的时候，才会去这样做。,31
江美琳,阿姨相信你,31
许野,阿姨好,31
江美琳,路上小心点儿啊,31
江美琳,那青青就交给你了。,31
许野,阿姨，你放心,31
许野,我会照顾好青青,31
许野,走吧，,31
江美琳,感觉这小伙子挺靠谱的。,31
许野,需要我和你一起上去吗？,32
许野,如果我和你一起上去的话，,32
许野,你室友肯定会认为我是你男朋友。,32
许野,我们先前呢只是为了瞒你父母。,32
许野,如果别人真以为你有男朋友的话，,32
许野,那你大学期间可就没人追你了，,32
陈青青,那我们要约法三章，,32
许野,你说,32
陈青青,第一，,32
陈青青,你只有今天是我男朋友哦，,32
陈青青,不对，,32
陈青青,你是假装我男朋友。,32
陈青青,第二，,32
陈青青,等会儿上去，,32
陈青青,你不许乱说话，,32
陈青青,我不让你说话，,32
陈青青,你就不许说话。,32
许野,嗯。,32
陈青青,第三，,32
陈青青,我给你发消息，,32
陈青青,你必须得秒回，,32
陈青青,而且周末你得随叫随到，,32
许野,前两条我都没问题，,32
许野,发消息秒回我也可以，,32
许野,这周末随叫随到太过分了吧，,32
陈青青,你答应我妈,32
陈青青,你要照顾好我的，,32
许野,我尽量，我尽量，走吧。,32
陈青青,这个,32
江钰,来了，,32
许野,你好，,32
江钰,若蔚，心怡，快快快来帅哥了，收拾一下,32
江钰,帅哥请进,32
江钰,帅哥，,33
江钰,请进,33
许野,三位美女，,33
许野,你们好，,33
许野,我是陈青青男朋友,33
许野,她性格比较内向，,33
许野,以后就麻烦你们多多照顾了。,33
章若蔚,你好，,33
章若蔚,我叫江月,33
陈青青,你好，我是陈青青。,33
陈青青,你好，,33
章若蔚,我叫章若蔚，,33
章若蔚,魔都本地人。,33
章若蔚,你好，,33
沈心怡,我叫沈心怡。,33
陈青青,你好，,33
许野,我叫许野，撒野的野,33
许野,会铺床吗？那我帮你。,33
许野,我给她铺一下床。,33
章若蔚,哎，,33
章若蔚,帅哥，,33
章若蔚,我见过爷爷奶奶，,33
章若蔚,送孩子上大学，,33
章若蔚,也见过爸爸妈妈送孩子上大学，,33
章若蔚,这男朋友送女朋友，,33
章若蔚,我还是第一次见啊，,33
章若蔚,你们俩应该谈的时间挺久了吧，,33
许野,这你都看出来了。,33
许野,哎，,33
许野,你长这么漂亮，应该没少谈吧。,33
章若蔚,是没少谈，,33
章若蔚,就是没有谈过你这么帅的。,33
许野,哎,33
许野,你怎么把他带过来？,33
陈青青,这个可能是我妈，,33
陈青青,她不小心塞进去了,33
许野,行，,33
许野,我帮你放床头。,33
许野,行。,33
许野,行，差不多了，,33
许野,咱们吃饭去吧。,33
许野,我们先走了啊。,33
沈心怡,帅哥再见。,33
章若蔚,拜拜,33
江钰,上天也赐过我那么一个男朋友吧。,33
江钰,我可太爱了,33
章若蔚,江钰矜持一点，,33
章若蔚,外面听得见。,33
许野,你那三个室友，人都还挺不错的，,34
许野,只要跟他们处好关系，,34
许野,你大学期间大概率不会有什么麻烦。,34
陈青青,嗯，,34
许野,只是其他同学，,34
许野,你得自己好好看了。,34
许野,但是要是有男同学找你的话，,34
许野,你必须马上拒绝他们，,34
许野,知道吗？,34
陈青青,为什么？,34
许野,因为除了我男人没一个好东西，,34
许野,特别是搞艺术的，,34
许野,有一个算一个，,34
许野,那不是海王，,34
许野,就是人渣。,34
许野,知道怎么回去吗？,34
陈青青,嗯，,34
陈青青,知道。,34
陈青青,你别忘了我们的约定哦。,34
陈青青,放心吧，忘不了。,34
陈青青,快去吧。,34
陈青青,远离父母白手起家，,34
陈青青,这天终于来了。,34
陈青青,有了在股市中赚的百万企业资金，,34
陈青青,我一定会在这片土地上闯出自己的一片天地。,34
许野,各位，,35
许野,我叫许野，,35
许野,来自江口。,35
许野,如果，我是说如果，我当上班长的话，,35
许野,大学四年我罩着你们。,35
许野,你们跟我混,35
NPC,好。,35
NPC,我支持你。,35
许野,哎呀，,35
许野,以后这家水果店就叫青青水果店。,35
许野,看什么呢？,35
NPC,校花啊，,35
许野,就那样吧，,35
许野,没有我女朋友漂亮，,35
NPC,你还真能装啊。,35
江薇,这个男生挺帅的。,35
NPC,江薇,35
NPC,你不会也看上这个小学弟了吧，,35
江薇,只是觉得这个学弟挺受女生欢迎的。,35
NPC,你要是没看上，,35
NPC,那我可就要追他了。,35
NPC,你好，,35
NPC,学弟可以加你个微信吗？,35
NPC,我也是我也是,35
许野,不好意思啊，,35
许野,我已经有女朋友了啊。,35
江美琳,嗯，已有女友,36
江美琳,难不成？,36
江美琳,他和青青已经确定关系了？,36
江美琳,小许,36
江美琳,你怎么改昵称了？,36
江美琳,这，小许在学校这么抢手吗？,36
江美琳,小许，,36
江美琳,你这周要去找青青吗？,36
许野,这周没空哦,36
许野,我要去别的地方啊，,36
许野,我已经和青青说好了。,36
江美琳,许野这么久还没和青青确定关系。,36
江美琳,他这么优秀，,36
江美琳,到时候不会喜欢上别人吧。,36
许野,张信舟，,36
许野,一会儿你去趟广告店，,36
许野,把咱们的水果单价做成易拉宝，,36
许野,我要放在门口做宣传来，我们店里消费一律明码标价。,36
张信舟,没问题，包在我身上。,36
许野,我会建一个微信群，,36
许野,凡是来店里消费的人，,36
许野,你们都要尝试把他拉入进群，,36
许野,就说群里搞活动，,36
许野,我会提前在群里发出宣传。,36
许野,我们要把一部分的顾客培养成自己的私域客户。,36
许野,待会呢我会发一个朋友圈，,36
许野,你们几位都帮忙转发一下，,36
许野,告诉顾客，,36
许野,只要朋友圈集赞来我们店里消费一律打折。,36
许野,十个赞，,36
许野,打九折，,36
许野,二十个赞，,36
许野,打八折，,36
许野,三十个赞打七折。,36
NPC,许野，你以前是不是做生意的，,36
许野,行了各位大家都加把劲儿，,36
许野,我要让魔都金融学院的所有学生都知道，,36
许野,我们小吃街新开了一家青青水果店。,36
许野,随便看随便挑啊。,37
许野,哎同学，来，请进。,37
NPC,班长,37
许野,呀，你们真来了。,37
NPC,班长亲自创业，我们肯定要来支持一下呀。,37
许野,好嘞，,37
许野,赶紧进去吧，快。,37
NPC,哎，,37
NPC,校，校花儿，江薇学姐真人比照片上漂亮，,37
许野,江薇学姐加个微信吧，,37
NPC,许野，这是怎么回事啊？,37
NPC,他不是有女朋友吗？,37
NPC,他可不能做渣男吗？,37
许野,学姐，,37
许野,我叫许野，,37
江薇,嗯，,37
许野,你帮我转发一下朋友圈第一条呗，,37
江薇,凭什么？,37
许野,你帮我转发，,37
许野,我就免费送你两斤苹果怎么样？,37
许野,够意思吧？,37
江薇,你确定,37
许野,杨飞,37
杨飞,哎,37
许野,拿两斤苹果过来,37
杨飞,来了,37
许野,给，来学姐，送你。,37
许野,学姐再见。,37
许野,靠,37
NPC,怎么了,37
秦志伟,没什么许野,37
秦志伟,我发现你变化好大呀，,37
秦志伟,我怕咱们的差距越来越远。,37
秦志伟,我怕我跟不上你。,37
许野,哎呦，没事儿。,37
许野,凭咱俩二十多年的交情，,37
许野,我以后一定带着你一起发财。,37
秦志伟,不是许野,37
秦志伟,你是不是糊涂了，,37
秦志伟,咱们今年才十八岁，,37
许野,是啊，咱们今年才十八岁。,37
NPC,快去呀,38
NPC,你好，,38
NPC,我们能交个朋友吗？,38
NPC,告白,38
顾梦瑶,抱歉，,38
顾梦瑶,我目前暂时没有想谈恋爱的想法。,38
顾梦瑶,这大学里面至少有两万人，,38
顾梦瑶,难道两万人里面都没有一个条件比许野好的吗？,38
刘倩,梦瑶，,38
刘倩,你别担心，,38
刘倩,咱们慢慢找嘛。,38
刘倩,你现在可是系花，以后肯定能找到比许野更优秀的男生。,38
顾梦瑶,刘倩，你有知道许野的消息吗？,38
顾梦瑶,他成绩那么好，,38
顾梦瑶,又去了魔都，一定会发展的很好吧,38
刘倩,那又怎么样？,38
刘倩,他既没有身份，,38
刘倩,又没有背景，,38
刘倩,就算去了个好大学,38
刘倩,以后，也只是个打工的命。,38
刘倩,梦瑶，大学里面可都是高富帅呀。,38
顾梦瑶,哎呀，,38
顾梦瑶,可是我就是。,38
刘倩,既然你不死心，,38
刘倩,那我打个电话给秦志伟问问好了。,38
顾梦瑶,嗯嗯，,38
刘倩,喂，,38
刘倩,秦志伟，许野现在过得怎么样？,38
刘倩,他在大学肯定混的不好吧，,38
秦志伟,你神经嘛，,38
秦志伟,我告诉你啊，,38
秦志伟,许野好着呢。,38
秦志伟,他军训的时候，,38
秦志伟,当了连队长，,38
秦志伟,现在又是班长，,38
秦志伟,还在校内开了水果店创业，,38
秦志伟,混的比你好多了。,38
刘倩,他挂我电话。,38
陈青青,笨猪，,38
 陈青青,你今天怎么不找我聊啊？,38
许野,最近都在店里忙着挣钱，,39
陈青青,你很缺钱吗？,39
许野,咱们那边的彩礼很贵，,39
许野,我怕你爸妈到时候找我要很多彩礼，,39
许野,我给不起啊啊，,39
陈青青,你，你又乱说。,39
陈寒松,青青，你怎么不接爸爸电话？,39
陈青青,没空，,39
陈寒松,你在忙什么？,39
陈青青,在和许野聊天。,39
陈寒松,青青,39
陈寒松,你告诉爸爸这个许野到底哪里好了？,39
陈寒松,你到底看上他哪一点？,39
陈青青,你不了解他。,39
陈寒松,是我不了解他，可是我现在很少了解他。,39
陈寒松,不行，,39
陈寒松,等这次他放假回来，,39
陈寒松,我一定要找许野好好聊聊，,39
陈寒松,绝不能让他们再这么下去。,39
江钰,我哎青青，,40
江钰,你那个男朋友真是的，,40
江钰,放假了也不来找你啊，,40
沈心怡,就是啊一点都不知道心疼人，,40
陈青青,他是他们班的班长，,40
陈青青,他最近又在忙创业，,40
陈青青,来回路上要一个多小时。,40
陈青青,所以,40
沈心怡,哎呀，知道了。,40
沈心怡,某人又要开始心疼他喽，,40
陈青青,才没有呢。,40
章若蔚,哎呀，,40
章若蔚,青青，,40
章若蔚,我告诉你，,40
章若蔚,你千万不能心疼他。,40
章若蔚,他要是真心疼你的话，,40
章若蔚,不管多忙，,40
章若蔚,他都会过来看你。,40
章若蔚,谈恋爱，就算双向奔赴的，,40
章若蔚,懂不懂，笨蛋。,40
章若蔚,你就信我吧。,40
章若蔚,其实男生很好哄的，,40
章若蔚,他今天要是忙了一整天，,40
章若蔚,你就给他发一句，,40
章若蔚,今天累了吧，抱抱你,40
章若蔚,他就会因为你的一句话，,40
章若蔚,开心得一整晚都睡不着的。,40
章若蔚,其实啊，男生都是很幼稚的。,40
陈青青,真的？,40
章若蔚,哎呀哎呀，,40
章若蔚,我来教你怎么聊天，,40
陈青青,今天店里还忙吗？,40
陈青青,累不累？,40
许野,不累,40
章若蔚,可是你都在我的脑海里跑了一整天。,41
许野,章若蔚,41
许野,你干嘛拿青青手机啊，,41
许野,我告诉你啊，,41
许野,别把我女朋友带坏了。,41
章若蔚,嗯，,41
章若蔚,你怎么知道是我，,41
许野,因为他说不出这么肉麻的情话。,41
许野,因为他说不出这么肉麻的情话。,41
章若蔚,那你为什么不怀疑沈心怡和江钰？,41
许野,只有你是老司机啊，,41
章若蔚,真没劲。,41
沈心怡,哎呦，,41
沈心怡,老司机这次也不行了，,41
章若蔚,你说谁是老司机啊，,41
章若蔚,谁不行了啊，,41
章若蔚,你再说你就是就谁是老司机，,41
章若蔚,你再说一句，,41
章若蔚,谁是老司机？,41
江钰,别闹，别闹，这是图书馆心怡。,41
陈青青,你什么时候来找我，,41
许野,怎么，你想我了？,41
陈青青,才没有呢。,41
许野,别低头看手机了，,41
许野,抬头。,41
陈青青,你怎么来了？,42
许野,因为我想你了，,42
陈青青,你又胡说,42
许野,是我说错了，是我说错了。,42
许野,我想见你行了吧。,42
陈青青,那你怎么都不提前跟我说一声？,42
许野,这不是想给你个惊喜吗？,42
陈青青,惊吓还差不多，,42
许野,这每一个草莓都是我精心挑选，,42
许野,上面盖了一层保护膜，,42
许野,很干净的。,42
沈心怡,哎呦，,42
沈心怡,许野，,42
沈心怡,我也想吃草莓。,42
章若蔚,我也想吃，,42
江钰,还有我还有我,42
许野,都有份儿，都有份儿啊。,42
沈心怡，章若蔚，江钰,真羡慕啊。,42
许野,青青，青青。,43
陈青青,许野，你不能这样。,43
许野,我怎么样了呀？,43
陈青青,以后你要是来找我的话，,43
陈青青,只能偷偷的过来找我。,43
许野,我又不是贼，,43
许野,为什么要偷偷来啊，,43
陈青青,我不管，,43
陈青青,反正你不能这么大张旗鼓的过来，,43
陈青青,我们学校就这么小，,43
陈青青,你这么过来的话，,43
陈青青,所有人都知道你是来找我的了。,43
许野,我不大张旗鼓的过来，,43
许野,你长这么好看，,43
许野,我又不在你身边。,43
许野,万一坏人骚扰你怎么办？,43
陈青青,我们学校没有坏人，,43
陈青青,你就是最大的坏人。,43
陈青青,你饿不饿，,43
陈青青,我请你去吃饭。,43
许野,饿。但我不想吃饭。,43
陈青青,那你想吃什么？,43
许野,我想吃你呀，,43
陈青青,许野,43
许野,开个玩笑嘛，,43
许野,我下午一忙完，,43
许野,我就过来了。,43
许野,我肚子现在已经饿得咕咕叫了，,43
许野,你必须得请我吃顿好的。,43
许野,嗯。,43
陈青青,那我把这个放到宿舍，,43
陈青青,然后一起和章若蔚她们去食堂吃饭啊。,43
陈青青,笨猪,44
江美琳,小许，吃饭了吗？,44
陈青青,好了，吃饭了。,44
许野,在吃呢。,44
江美琳,哟小许去找青青了。,44
江美琳,那他学校不是离得很远吗？,44
江美琳,那晚上怎么办？,44
江美琳,你学校不是离得很远吗？,44
江美琳,晚上怎么办？,44
许野,在附近找个酒店，,44
江美琳,嗯，,44
江美琳, 嗯？,44
许野,阿姨，您这是？,44
江美琳,住个好一点的酒店，但是你们出去玩儿，,44
江美琳,不要让青青太晚回学校哦。,44
陈青青,你在跟谁聊天呢？,44
陈青青,笑得这么开心。,44
许野,跟我妈聊天呢。,44
章若蔚,哎，,45
章若蔚,许野，,45
章若蔚,你明天不是要跟青青一起出去玩吗，,45
章若蔚,那你今天晚上住哪？,45
许野,在我附近找个酒店呗，,45
章若蔚,你那么抠门还舍得花钱住酒店。,45
许野,哎，,45
许野,抠门，,45
许野,那是对我自己，,45
许野,我对青青从来没抠过。,45
许野,嗯？,45
许野,你给我转账干嘛，,45
陈青青,住个好点的酒店。,45
许野,好嘞,45
许野,还真是亲母女啊，,45
许野,发红包的金额都是一模一样。,45
陈俊峰,陈青青，,45
刘倩,你怎么来了？,45
陈俊峰,这位是我怎么从来没有见过？,45
刘倩,许野，青青男朋友，,45
刘倩,我们同班同学哦，,45
陈俊峰,许野是吧？,45
陈俊峰,你和陈青青谈了很久。,45
许野,对，,45
陈俊峰,那你们这算是早恋呢？,45
许野,还行吧，,45
许野,这，我们双方父母都挺开明，,45
许野,青青妈妈也挺支持我们在一起的。,45
陈俊峰,你这是说笑呢？,45
陈俊峰,你这是说笑的吧，,46
许野,没跟你开玩笑啊。,46
许野,刚才青青妈妈还以为我没钱住酒店呢，,46
许野,还给我转账呢。,46
陈青青,我去，,46
陈青青,原来刚刚是在跟我妈聊天，,46
陈青青,那你为什么收了我妈的钱还收我的钱，,46
许野,你的不就是我的钱吗,46
陈俊峰,不是我说咱们大家都算是成年人了，,46
陈俊峰,大学生应该勤工俭学，,46
陈俊峰,怎么还能往家里要钱？,46
陈俊峰,你看我从来就不往家里要钱，,46
陈俊峰,我看你这家境挺普通的，,46
陈俊峰,不像我我爸开了一家公司，,46
陈俊峰,每个月都要给我十万八万的零花钱，,46
陈俊峰,我不要都不行，,46
支付宝,支付宝到账二十三元。,46
陈俊峰,不过我还是挺羡慕你这种普通家庭的。,46
支付宝,支付宝到账十八元。,46
支付宝,支付宝到账二十一点五元。,46
支付宝,支付宝到账十一元。,46
支付宝,支付宝到账。,46
许野,那个不好意思啊，,46
许野,这不是上大学了吗？,46
许野,不好再向家里要钱了，,46
许野,所以呢我自己创了个业，,46
许野,在大学校内开了个水果店，,46
许野,这个时候呢比较忙，,46
许野,没事儿，,46
许野,你继续嘛,46
支付宝,支付宝到账二十五元，,46
支付宝,支付宝到账十四点五元，,46
支付宝,支付宝到账二十六元，,46
支付宝,支付宝到账十一元，,46
支付宝,支付宝到账十八元，,46
陈俊峰,你，我吃饱了，,46
陈俊峰,我们走！我这刚吃几口。,46
刘倩,哈哈哈许野，,47
刘倩,你也太损了吧，,47
刘倩,李俊峰的脸都绿了。,47
刘倩,不过话说你那个水果店生意真那么好？,47
许野,水果店生意还行吧，,47
许野,水果店赚的钱都投入股市，,47
许野,现在股票账户的钱已经快要破千万了，,47
许野,接下来步伐可以更大一些了。,47
刘倩,就是为难你了，,47
刘倩,又要创业，,47
刘倩,又要两头跑，,47
刘倩,这一趟地铁坐下来得两个小时吧？,47
陈青青,要不之后我去找你吧，,47
许野,没事儿，,47
许野,不辛苦啊。,47
许野,再说了，,47
许野,我现在就想赶紧挣钱，,47
许野,然后让你爸早点同意，,47
许野,咱们在一起，,47
陈青青,我们在一起，,47
陈青青,又不需要我爸同意。,47
许野,我先回去了。,47
陈青青,嗯，,47
许野,拜拜,47
刘倩,走啦，还看,47
陈青青,你上次说许野如果开车的话，,47
陈青青,他路上只需要用四十分钟，,47
陈青青,真的假的？,47
刘倩,不堵车的话是这样。,47
陈青青,那如果买一辆车的需要多少钱？,47
陈青青,好一点的，,47
刘倩,普通的话也就二三十万，,47
刘倩,上百万的话就是豪车了。,47
刘倩,你问这干什么？,47
陈青青,没什么。,47
江美琳,青青，小许。,48
陈青青,妈,48
许野,阿姨好。,48
江美琳,放国庆了，,48
江美琳,这次又麻烦你护送青青回来了，,48
江美琳,我现在去买菜，,48
江美琳,留在家里吃饭吧。,48
许野,阿姨，,48
许野,我先回家，,48
许野,见见我爸妈吧，,48
江美琳,也好，,48
江美琳,放了假，,48
江美琳,肯定要先回家。,48
江美琳,这样吧，,48
江美琳,我安排司机送你，,48
江美琳,为了感谢你送青青回来，,48
江美琳,一会儿来家里吃饭。,48
许野,好嘞呃，,48
许野,咱一会儿见。,48
张虹,这玉米挺新鲜的，,48
张虹,给儿子煲汤。,48
张虹,看什么呢？,48
张虹,赶快回家，,48
张虹,儿子马上就回来了，,48
许向东,不是我怎么看见咱儿子好像在那个车上呢？,48
张虹,哦哟,48
张虹,那可是豪车啊，,48
张虹,咱儿子怎么会在那个车上呃，,48
许向东,也是不过看着挺好看，,48
许野,谢谢啊。,48
许野,妈妈，,49
许野,哎，,49
许野,我回来了，,49
许野,哎呀，,49
许野,给我吧，,49
张虹,儿子啊，,49
张虹,你怎么回来的这么快。,49
许野,那当然了，,49
许野,我可是坐劳斯莱斯回来的，,49
许向东,你吹吧，,49
许向东,你以为我不知道劳斯莱斯啊，,49
许向东,那可是几百万的豪车呢，,49
许向东,你说你坐三蹦子，,49
